Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
JumpCloud,3000000000,9/13/2021,Data management & analytics,Louisville,United States,North America,2012,407000000,"Foundry Group, General Atlantic, BlackRock"
Ethos,3000000000,5/11/2021,Fintech,San Francisco,United States,North America,2016,407000000,"Sequoia Capital, Google Ventures, Accel"
Cabify,1000000000,1/22/2018,Auto & transportation,Madrid,Spain,Europe,2011,407000000,"Seaya Ventures, Otter Rock Capital, Rakuten"
Acronis,3000000000,9/18/2019,Cybersecurity,Schaffhausen,Switzerland,Europe,2003,408000000,"Goldman Sachs, VebVentures, Insight Partners"
Neo4j,2000000000,6/17/2021,Data management & analytics,San Mateo,United States,North America,2007,408000000,"Eight Roads Ventures, One Peak Partners, Creandum"
TravelPerk,1000000000,1/12/2022,Travel,Barcelona,Spain,Europe,2015,408000000,"LocalGlobe, Kinnevik, Felix Capital"
Socar,1000000000,10/16/2020,Auto & transportation,Jeju-do,South Korea,Asia,2012,408000000,"Bain Capital, Altos Ventures, Songhyun Investment"
Dremio,2000000000,1/6/2021,Data management & analytics,Santa Clara,United States,North America,2015,410000000,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"
SmartNews,2000000000,8/5/2019,Mobile & telecommunications,Tokyo,Japan,Asia,2012,410000000,"Japan Post Capital, Globis Capital Partners, Atomico"
Benchling,6000000000,4/14/2021,Internet software & services,San Francisco,United States,North America,2012,412000000,"Thrive Capital, Benchmark, MenloVentures"
Patreon,4000000000,9/2/2020,Internet software & services,San Francisco,United States,North America,2013,413000000,"Index Ventures, Thrive Capital, CRV"
dbt Labs,4000000000,6/30/2021,Data management & analytics,Philadelphia,United States,North America,2016,414000000,"Andreessen Horowitz, Amplify Partners, Sequoia Capital"
Starburst,3000000000,1/6/2021,Data management & analytics,Boston,United States,North America,1999,414000000,"Index Ventures, Coatue Management, Andreessen Horowitz"
Workato,6000000000,1/12/2021,Internet software & services,Mountain View,United States,North America,2013,415000000,"Battery Ventures, Storm Ventures, Redpoint Ventures"
Scalapay,1000000000,2/23/2022,Fintech,Milan,Italy,Europe,2019,416000000,"Fasanara Capital, Tiger Global Management, Baleen Capital"
o9 Solutions,3000000000,4/28/2020,Artificial intelligence,Dallas,United States,North America,2009,417000000,KKR
Pagaya,2000000000,6/17/2020,Fintech,Tel Aviv,Israel,Asia,2015,417000000,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office"
KeepTruckin,2000000000,4/23/2019,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,417000000,"Google Ventures, Index Ventures, Scale Venture Partners"
Vista Global,3000000000,8/23/2017,Other,Dubai,United Arab Emirates,Asia,2004,418000000,Rhone Capital
Podium,3000000000,4/7/2020,Internet software & services,Lehi,United States,North America,2014,419000000,"Accel, Summit Partners, Google Ventures"
ABL Space Systems,2000000000,3/25/2021,Other,El Segundo,United States,North America,2017,419000000,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"
ezCater,2000000000,4/2/2019,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,421000000,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"
BloomReach,2000000000,2/23/2022,Artificial intelligence,Mountain View,United States,North America,2009,422000000,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"
Ankorstore,2000000000,1/10/2022,E-commerce & direct-to-consumer,Paris,France,Europe,2019,422000000,"Global Founders Capital, Aglae Ventures, Alven Capital"
Zume,2000000000,11/1/2018,Consumer & retail,Mountain View,United States,North America,2015,423000000,"Softbank Group, AME Cloud Ventures, SignalFire"
Gemini,7000000000,11/19/2021,Fintech,New York,United States,North America,2015,424000000,"Morgan Creek Digital, Marcy Venture Partners, 10T Fund"
NoBroker,1000000000,11/23/2021,Internet software & services,Bengaluru,India,Asia,2014,424000000,"General Atlantic, Elevation Capital, BEENEXT"
Moon Active,5000000000,1/26/2020,Mobile & telecommunications,Tel Aviv,Israel,Asia,2011,425000000,"Insight Partners, Andalusian Capital Partners"
6Sense,5000000000,3/30/2021,Artificial intelligence,San Francisco,United States,North America,2013,426000000,"Venrock, Battery Ventures, Insight Partners"
Stash,1000000000,2/3/2021,Fintech,New York,United States,North America,2015,426000000,"Goodwater Capital, Entree Capital, Valar Ventures"
OpenSea,13000000000,7/20/2021,E-commerce & direct-to-consumer,New York,United States,North America,2017,427000000,"Andreessen Horowitz, Thirty Five Ventures, Sound Ventures"
Seismic,3000000000,12/18/2018,Internet software & services,San Diego,United States,North America,2010,427000000,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners"
LivSpace,1000000000,2/8/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
Pleo,5000000000,7/6/2021,Fintech,Copenhagen,Denmark,Europe,2015,428000000,"Creandum, Founders, Kinnevik"
Jokr,1000000000,12/2/2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,430000000,"GGV Capital, Tiger Global Management, Greycroft"
AppDirect,2000000000,10/7/2015,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,431000000,"Mithril, iNovia Capital, Foundry Group"
VerbIT,2000000000,6/8/2021,Artificial intelligence,New York,United States,North America,2016,432000000,"ClalTech, Vertex Ventures, Oryzn Capital"
Ouyeel,1000000000,6/27/2019,Internet software & services,Shanghai,China,Asia,2015,432000000,Taigang Venture Capital
Postman,6000000000,6/11/2020,Internet software & services,San Francisco,United States,North America,2014,433000000,"Nexus Venture Partners, CRV, Insight Partners"
Clearco,2000000000,4/20/2021,Fintech,Toronto,Canada,North America,2015,433000000,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"
Pharmapacks,1000000000,11/12/2020,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,433000000,The Carlyle Group
Handshake,4000000000,5/12/2021,Internet software & services,San Francisco,United States,North America,2014,434000000,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
MoMo,2000000000,12/10/2021,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,434000000,"Goodwater Capital, Warburg Pincus, GS Growth"
Tekion,4000000000,10/21/2020,Internet software & services,San Ramon,United States,North America,2016,435000000,"Airbus Ventures, Index Ventures, Advent International"
ElasticRun,2000000000,2/7/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,435000000,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures"
Solugen,2000000000,9/10/2021,Other,Houston,United States,North America,2016,435000000,"Fifty Years Fund, Refactor Capital, Temasek"
Yotpo,1000000000,3/18/2021,Internet software & services,New York,United States,North America,2011,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
Akulaku,2000000000,2/15/2022,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,438000000,"DCM Ventures, IDG Capital, Siam Commercial Bank"
Geek+,1000000000,11/21/2018,Hardware,Beijing,China,Asia,2015,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Papaya Global,4000000000,3/4/2021,Internet software & services,New York,United States,North America,2016,440000000,"Bessemer Venture Partners, Insight Partners, New Era Ventures"
Eat Just,1000000000,11/30/2017,Consumer & retail,San Francisco,United States,North America,2011,440000000,"Khosla Ventures, Horizons Ventures, Founders Fund"
FirstCry,2000000000,2/7/2020,E-commerce & direct-to-consumer,Pune,India,Asia,2010,441000000,"SoftBank Group, SAIF Partners India, Valiant Capital Partners"
Vuori,4000000000,10/13/2021,E-commerce & direct-to-consumer,Carlsbad,United States,North America,2015,445000000,"SoftBank Group, Norwest Venture Partners"
Zhubajie,2000000000,6/16/2015,Internet software & services,Chongqing,China,Asia,2006,445000000,"Cybernaut Growth Fund, IDG Capital"
Rippling,7000000000,8/4/2020,Internet software & services,San Francisco,United States,North America,2017,447000000,"Initialized Capital, Y Combinator, Kleiner Perkins Caufield & Byers"
Mambu,6000000000,1/6/2021,Fintech,Amsterdam,Netherlands,Europe,2011,448000000,"Runa Capital, Acton Capital Partners, Point Nine Capital"
Lunar,2000000000,7/12/2021,Fintech,Aarhus,Denmark,Europe,2015,448000000,"SEED Capital, Greyhound Capital, Socii Capital"
CarDekho,1000000000,10/13/2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
BlaBlaCar,2000000000,9/16/2015,Auto & transportation,Paris,France,Europe,2006,449000000,"Accel Partners, Index Ventures, Insight Venture Partners"
Omada Health,1000000000,2/23/2022,Health,San Francisco,United States,North America,2011,449000000,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Yuga Labs,4000000000,3/22/2022,Fintech,Miami,United States,North America,2021,450000000,"Andreessen Horowitz, Thrive Capital, Sound Ventures"
Tonal,2000000000,3/31/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,450000000,"Mayfield Fund, Shasta Ventures, L Catterton"
MX Technologies,2000000000,1/13/2021,Fintech,Lehi,United States,North America,2010,450000000,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures"
Exotec,2000000000,1/17/2022,Hardware,Croix,France,Europe,2015,450000000,"Breega Capital, Iris Capital, 360 Capital Partners"
Deliverr,2000000000,11/22/2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,456000000,"8VC, Activant Capital, GLP Capital Partners"
Five Star Business Finance,1000000000,3/26/2021,Other,Chennai,India,Asia,1984,456000000,"Sequoia Capital India, Tiger Global Management, Tencent"
Acko General Insurance,1000000000,10/28/2021,Fintech,Bengaluru,India,Asia,2016,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic"
EBANX,1000000000,10/16/2019,Fintech,Curitiba,Brazil,South America,2012,460000000,"FTV Capital, Endeavor"
MasterClass,3000000000,5/13/2021,Edtech,San Francisco,United States,North America,2015,461000000,"Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners"
Cerebral,5000000000,6/10/2021,Health,San Francisco,United States,North America,2020,462000000,"Oak HC/FT Partners, Artis Ventures, WestCap Group"
Nature's Fynd,1000000000,7/19/2021,Other,Chicago,United States,North America,2012,463000000,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Somatus,3000000000,2/23/2022,Health,McLean,United States,North America,2016,465000000,"The Blue Venture Fund, Flare Capital Partners, Longitude Capital"
Ledger,2000000000,6/10/2021,Hardware,Paris,France,Europe,2014,466000000,"Digital Currency Group, Draper Esprit, Korelya Capital"
ChargeBee Technologies,4000000000,4/20/2021,Fintech,Walnut,United States,North America,2011,468000000,"Insight Partners, Tiger Global Management, Accel"
Dream Games,3000000000,6/30/2021,Mobile & telecommunications,Istanbul,Turkey,Europe,2019,468000000,"Makers Fund, Index Ventures, Inova Ventures Participacees"
Moglix,3000000000,5/17/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,471000000,"Jungle Ventures, Accel, Venture Highway"
Enflame,2000000000,1/5/2021,Hardware,Shanghai,China,Asia,2018,472000000,"Tencent Holdings, Delta Capital, Redpoint Ventures China"
Flutterwave,3000000000,3/9/2021,Fintech,San Francisco,United States,North America,2016,474000000,"Green Visor Capital, CRE Venture Capital, Greycroft"
Trulioo,2000000000,6/7/2021,Cybersecurity,Vancouver,Canada,North America,2011,474000000,"Blumberg Capital, American Express Ventures, BDC Venture Capital"
HighRadius,3000000000,1/7/2020,Fintech,Houston,United States,North America,2006,475000000,"Susquehanna Growth Equity, Citi Ventures, ICONIQ Capital"
Druva,2000000000,6/20/2019,Data management & analytics,Sunnyvale,United States,North America,2007,475000000,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital"
Mynt,2000000000,11/1/2021,Fintech,Taguig City,Philippines,Asia,2015,475000000,"Insight Partners, Warburg Pincus, Ayala Corporation"
Grove Collaborative,1000000000,9/6/2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,475000000,"MHS Capital, NextView Ventures, Mayfield Fund"
Miro,18000000000,1/5/2022,Internet software & services,San Francisco,United States,North America,2011,476000000,"Accel, AltaIR Capital, Technology Crossover Ventures"
Course Hero,4000000000,2/12/2020,Edtech,Redwood City,United States,North America,2006,477000000,"NewView Capital, Maveron, Ridge Ventures"
Bought By Many,2000000000,6/1/2021,Fintech,London,United Kingdom,Europe,2012,477000000,"Octopus Ventures, Munich Re Ventures, CommerzVentures"
Route,1000000000,1/21/2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs"
ApplyBoard,3000000000,5/5/2020,Edtech,Kitchener,Canada,North America,2015,483000000,"Artiman Ventures, Plug and Play Ventures, Anthos Capital"
Zipline,3000000000,5/20/2019,"Supply chain, logistics, & delivery",South San Francisco,United States,North America,2014,483000000,"Sequoia Capital, Baillie Gifford & Co., Google Ventures"
Rothy's,1000000000,12/21/2021,Consumer & retail,San Francisco,United States,North America,2016,484000000,"Alpargatas, GS Growth, Lightspeed Venture Partners"
Anchorage Digital,3000000000,12/15/2021,Fintech,San Francisco,United States,North America,2017,487000000,"Andreessen Horowitz, Blockchain Capital, Lux Capital"
Rokt,2000000000,12/16/2021,Internet software & services,New York,United States,North America,2012,487000000,"Square Peg Capital, TDM Growth Partners, Tiger Global Management"
Outreach,4000000000,4/16/2019,Internet software & services,Seattle,United States,North America,2011,489000000,"Mayfield Fund, M12, Trinity Ventures"
Licious,1000000000,10/5/2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
Blockchain.com,14000000000,2/17/2021,Fintech,London,United Kingdom,Europe,2011,490000000,"Lightspeed Venture Partners, Google Ventures, Lakestar"
Royole Corporation,5000000000,8/18/2015,Hardware,Shenzhen,China,Asia,2012,492000000,"Warmsun Holding, IDG Capital Partners"
YipitData,1000000000,12/6/2021,Internet software & services,New York,United States,North America,2008,492000000,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
GOAT,4000000000,9/23/2020,E-commerce & direct-to-consumer,Culver City,United States,North America,2015,493000000,"Upfront Ventures, Webb Investment Network, D1 Capital Partners"
StockX,4000000000,6/26/2019,E-commerce & direct-to-consumer,Detroit,United States,North America,2016,495000000,"Google Ventures, Battery Ventures, DST Global"
Clari,3000000000,3/3/2021,Internet software & services,Sunnyvale,United States,North America,2012,496000000,"Sequoia Capital, Bain Capital Ventures, enaya Capital"
Remote,3000000000,7/13/2021,Fintech,San Francisco,United States,North America,2016,496000000,"Index Ventures, Sequoia Capital, General Catalyst"
PayFit,2000000000,1/6/2022,Fintech,London,United Kingdom,Europe,2016,496000000,"Accel, frst, Kima Ventures"
Yaoshibang,1000000000,6/15/2021,Health,Guangzhou,China,Asia,2015,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
Talkdesk,10000000000,10/3/2018,Internet software & services,San Francisco,United States,North America,2011,497000000,"DJF, Salesforce Ventures, Storm Ventures"
Color,5000000000,1/4/2021,Health,Burlingame,United States,North America,2013,497000000,"General Catalyst, Viking Global Investors, T. Rowe Price"
Bowery Farming,2000000000,5/25/2021,Other,New York,United States,North America,2015,497000000,"Temasek, Google Ventures, General Catalyst"
Arctic Wolf Networks,4000000000,10/22/2020,Cybersecurity,Eden Prairie,United States,North America,2012,498000000,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors"
HoneyBook,2000000000,5/4/2021,Internet software & services,San Francisco,United States,North America,2013,498000000,"Norwest Venture Partners, Hillsven Capital, Aleph"
Aura,3000000000,6/9/2021,Cybersecurity,Burlington,United States,North America,2019,500000000,"Warburg Pincus, General Catalyst"
Age of Learning,3000000000,5/3/2016,Edtech,Glendale,United States,North America,2007,500000000,Iconiq Capital
United Imaging Healthcare,5000000000,9/15/2017,Health,Shanghai,China,Asia,2011,503000000,"China Life Insurance, China Development Bank Capital, CITIC Securities International"
Cambridge Mobile Telematics,2000000000,12/19/2018,Mobile & telecommunications,Cambridge,United States,North America,2010,503000000,SoftBank Group
Mafengwo,2000000000,5/23/2019,Travel,Beijing,China,Asia,2010,503000000,"Qiming Venture Partners, Capital Today, General Atlantic"
Melio,4000000000,1/25/2021,Fintech,New York,United States,North America,2018,504000000,"Accel, Aleph, American Express Ventures"
Kitopi,1000000000,7/1/2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,504000000,"CE-Ventures, BECO Capital, Nordstar"
Coalition,4000000000,3/17/2021,Cybersecurity,San Francisco,United States,North America,2017,505000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures"
OwnBackup,3000000000,1/28/2021,Data management & analytics,Englewood Cliffs,United States,North America,2015,507000000,"Insight Partners, Salesforce Ventures, Vertex Ventures"
Acorns,2000000000,3/9/2022,Fintech,Irvine,United States,North America,2012,507000000,"e.ventures, Bain Capital Ventures, Greycroft"
Medable,2000000000,10/26/2021,Internet software & services,Palo Alto,United States,North America,2013,507000000,"GSR Ventures, Sapphire Ventures, Streamlined Ventures"
Loggi,2000000000,6/5/2019,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,507000000,"Qualcomm Ventures, SoftBank Group, Monashees+"
Spinny,2000000000,11/24/2021,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,509000000,"General Catalyst, Eleation Capital, Avenir Growth Capital"
Epidemic Sound,1000000000,3/11/2021,Internet software & services,Stockholm,Sweden,Europe,2009,509000000,"EQT Partners, Blackstone"
Yijiupi,1000000000,9/20/2018,Consumer & retail,Beijing,China,Asia,2014,511000000,"Source Code Capital, Meituan Dianping, Tencent Holdings"
Symphony,1000000000,5/16/2017,Fintech,New York,United States,North America,2014,511000000,"BNP Paribas, Goldman Sachs, Google"
CloudWalk Technology,5000000000,10/8/2018,Artificial intelligence,Guangzhou,China,Asia,2015,514000000,"Oriza Holdings, Guangdong Technology Financial Group"
ONE,1000000000,12/8/2021,Internet software & services,,Singapore,Asia,2011,515000000,"Temasek, Guggenheim Investments, Qatar Investment Authority"
VOI,1000000000,12/21/2021,Travel,Stockholm,Sweden,Europe,2018,516000000,"Vostok New Ventures, The Raine Group, Balderton Capital"
Voodoo,2000000000,8/17/2020,Other,Paris,France,Europe,2013,517000000,"Tencent Holdings, Goldman Sachs"
HuiMin,2000000000,9/5/2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,517000000,"Zheshang Venture Capital, GP Capital, Western Capital Management"
Spiber,1000000000,9/8/2021,Other,Tsuruoka,Japan,Asia,2007,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group"
Rebel Foods,1000000000,10/7/2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
Aurora Solar,4000000000,5/24/2021,Internet software & services,San Francisco,United States,North America,2013,523000000,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
Carbon Health,3000000000,7/21/2021,Health,San Francisco,United States,North America,2015,523000000,"Brookfield Asset Management, Blackstone, Data Collective"
Guoquan Shihui,2000000000,3/17/2021,Consumer & retail,Shanghai,China,Asia,2017,523000000,"Tiantu Capital, CMB International Capital, Vision Knight Capital"
China Cloud,1000000000,6/11/2018,Hardware,Wuxi,China,Asia,2010,523000000,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management"
Personio,6000000000,1/19/2021,Internet software & services,Munich,Germany,Europe,2015,524000000,"Global Founders Capital, Nortzone Ventures, Picus Capital"
Alto Pharmacy,1000000000,1/30/2020,Health,San Francisco,United States,North America,2015,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Forter,3000000000,11/19/2020,Cybersecurity,New York,United States,North America,2013,525000000,"Sequoia Capital Israel, Scale Venture Partners, Commerce Ventures"
Gympass,2000000000,6/12/2019,Internet software & services,New York,United States,North America,2012,525000000,"General Atlantic, SoftBank Group, Atomico"
BlueVoyant,1000000000,2/23/2022,Cybersecurity,New York,United States,North America,2017,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners"
Misfits Market,2000000000,4/21/2021,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,527000000,"Accel, D1 Capita Partners, Greenoaks Capital Management"
GoCardless,2000000000,2/8/2022,Fintech,London,United Kingdom,Europe,2011,529000000,"Accel, Passion Capital, Balderton Capital"
Digit Insurance,3000000000,1/15/2021,Fintech,Bengaluru,India,Asia,2016,531000000,"Fairfax Financial Holdings, A91 Partners, TVS Capital"
Cato Networks,3000000000,11/17/2020,Cybersecurity,Tel Aviv,Israel,Asia,2015,532000000,"Aspect Ventures, SingTel Innov8, Greylock Partners"
Deezer,1000000000,8/2/2018,Internet software & services,Paris,France,Europe,2007,532000000,"Orange Digital Ventures, Access Industries"
Assent,1000000000,1/6/2022,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
ClickUp,4000000000,12/15/2020,Internet software & services,San Diego,United States,North America,2017,535000000,"Georgian Partners, Craft Ventures"
Grafana Labs,3000000000,3/25/2021,Internet software & services,New York,United States,North America,2014,535000000,"Lightspeed Venture Partners, Lead Edge Capital, Coatue Management"
Cgtz,2000000000,2/21/2017,Fintech,Hangzhou,China,Asia,2014,536000000,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund"
Advance Intelligence Group,2000000000,9/23/2021,Artificial intelligence,,Singapore,Asia,2016,536000000,"Vision Plus Capital, GSR Ventures, ZhenFund"
Paxos,2000000000,4/29/2021,Fintech,New York,United States,North America,2012,538000000,"Liberty City Ventures, RRE Ventures, Mithril Capital Management"
C2FO,1000000000,8/7/2019,Fintech,Leawood,United States,North America,2008,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Commure,4000000000,9/16/2021,Internet software & services,San Francisco,United States,North America,2017,542000000,"General Catalyst, HCA Healthcare"
PAX,2000000000,10/22/2018,Consumer & retail,San Francisco,United States,North America,2007,542000000,"Tao Capital Partners, Global Asset Capital, Tiger Global Management"
Zetwerk,3000000000,8/20/2021,Internet software & services,Bengaluru,India,Asia,2018,543000000,"Sequoia Capital India, Kae Capital, Accel"
Uala,2000000000,8/13/2021,Fintech,Buenos Aires,Argentina,South America,2017,544000000,"Soros Fund Management, Ribbit Capital, Monashees+"
Kaseya,2000000000,3/27/2019,Cybersecurity,Miami,United States,North America,2000,545000000,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund"
Shift Technology,1000000000,5/6/2021,Artificial intelligence,Paris,France,Europe,2014,545000000,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
BitPanda,4000000000,3/16/2021,Fintech,Vienna,Austria,Europe,2014,546000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
Cell C,1000000000,8/7/2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,547000000,"Blue Label Telecoms, Net1 UEPS Technologies"
Tipalti,8000000000,10/6/2020,Fintech,San Mateo,United States,North America,2010,549000000,"01 Advisors, Zeev Ventures, Group 11"
DianRong,1000000000,8/2/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital"
NuCom Group,2000000000,2/22/2018,Other,Unterfoehring,Germany,Europe,2016,550000000,General Atlantic
Kajabi,2000000000,5/4/2021,Internet software & services,Irvine,United States,North America,2010,550000000,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity"
DriveWealth,3000000000,8/20/2021,Fintech,Chatham,United States,North America,2012,551000000,"Point72 Ventures, Route 66 Ventures, Accel"
Rubrik,4000000000,4/28/2017,Data management & analytics,Palo Alto,United States,North America,2014,553000000,"Greylock Partners, Lightspeed Venture Partners, Khosla Ventures"
Yimidida,1000000000,1/14/2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,554000000,"Source Code Capital, Global Logistic Properties, K2VC"
MoonPay,4000000000,11/22/2021,Fintech,Miami,United States,North America,2019,555000000,"New Enterprise Associates, Coatue Management, Tiger Global Management"
Promasidor Holdings,2000000000,11/8/2016,Consumer & retail,Bryanston,South Africa,Asia,1979,556000000,"IFC, Ajinomoto"
Greenlight,2000000000,9/24/2020,Fintech,Atlanta,United States,North America,2014,557000000,"Relay Ventures, TTV Capital, Canapi Ventures"
Weilong Foods,11000000000,5/8/2021,Consumer & retail,Luohe,China,Asia,1999,558000000,"Tencent Holdings, Hillhouse Capital Management, Yunfeng Capital"
Illumio,3000000000,4/14/2015,Cybersecurity,Sunnyvale,United States,North America,2013,558000000,"Data Collective, Formation 8, General Catalyst Partners"
Checkr,5000000000,9/19/2019,Internet software & services,San Francisco,United States,North America,2014,559000000,"Y Combinator, Accel, T. Rowe Price"
Vinted,5000000000,11/27/2019,E-commerce & direct-to-consumer,Vilnius,Lithuania,Europe,2008,562000000,"Accel, Insight Partners, Burda Principal Investments"
Alchemy,10000000000,10/28/2021,Fintech,San Francisco,United States,North America,2017,564000000,"DFJ Growth Fund, Coatue Management, Addition"
Pipe,2000000000,5/19/2021,Fintech,Miami,United States,North America,2019,566000000,"next47, MaC Venture Capital, FinVC"
BetterUp,5000000000,2/25/2021,Internet software & services,San Francisco,United States,North America,2013,567000000,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital"
HeartFlow,2000000000,12/4/2017,Health,Redwood City,United States,North America,2007,568000000,"BlueCross BlueShield Venture Partners, US Venture Partners"
KRY,2000000000,4/27/2021,Health,Stockholm,Sweden,Europe,2014,569000000,"Index Ventures, Creandum, Accel"
Opay,2000000000,8/23/2021,Fintech,Lagos,Nigeria,Africa,2018,570000000,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China"
Capsule,1000000000,4/28/2021,Health,New York,United States,North America,2016,570000000,"Thrive Capital, Durable Capital Partners, G Squared"
Canva,40000000000,1/8/2018,Internet software & services,Surry Hills,Australia,Oceania,2012,572000000,"Sequoia Capital China, Blackbird Ventures, Matrix Partners"
OutSystems,10000000000,6/5/2018,Internet software & services,Boston,United States,North America,2001,572000000,"KKR, ES Ventures, North Bridge Growth Equity"
XiaoZhu,1000000000,11/1/2017,Travel,Beijing,China,Asia,2012,572000000,"Morningside Ventures, Capital Today, JOY Capital"
Xpressbees,1000000000,2/9/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,573000000,"Norwest Venture Partners, Investcorp, Blackstone"
Carsome,2000000000,7/12/2021,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,577000000,"Gobi Partners, 500 Startups, Ondine Capital"
Fetch Rewards,3000000000,3/31/2021,E-commerce & direct-to-consumer,Madison,United States,North America,2014,582000000,"Greycroft, Loeb.NYC, DST Global"
Gong,7000000000,8/12/2020,Artificial intelligence,Palo Alto,United States,North America,2015,583000000,"Norwest Venture Partners, Next World Capital, Wing Venture Capital"
Transmit Security,3000000000,6/22/2021,Cybersecurity,Tel Aviv,Israel,Asia,2014,583000000,"General Atlantic, Insight Partners, Vintage Investment Partners"
Veev,1000000000,2/24/2022,Internet software & services,San Mateo,United States,North America,2008,585000000,"Zeev Ventures, Bond, Fifth Wall Ventures"
Upgrade,6000000000,2/12/2018,Fintech,San Francisco,United States,North America,2016,587000000,"Union Square Ventures, Ribbit Capital, VY Capital"
Tier,2000000000,10/25/2021,Travel,Berlin,Germany,Europe,2018,587000000,"Northzone Ventures, White Star Capital, Novator Partners"
Movile,1000000000,7/12/2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,588000000,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Eruditus Executive Education,3000000000,8/12/2021,Edtech,Mumbai,India,Asia,2010,591000000,"Sequoia Capital India, Softbank, Bertelsmann India Investments"
iFood,1000000000,11/13/2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,592000000,"Movile, Just Eat, Naspers"
